SAMPNO,SUBDATE,Lead,Result (Pb),Copper,Result (Cu),ADDRESS,CITY,ZIP CODE,Site_Code,Service Line Material,Sample Location
LG17331,24-Feb-16,Lead,0,Copper,0,GREENFIELD  ,FLINT,48503,FS1982,Unknown,KITCHEN
LG17332,24-Feb-16,Lead,0,Copper,0,MONTCLAIR AVE ,FLINT,48503,FS1229,Copper,KITCHEN
LG17333,24-Feb-16,Lead,3,Copper,80,PIERCE ST ,FLINT,48503,FS2311,Copper,KITCHEN
LG17334,24-Feb-16,Lead,5,Copper,140,WEST JACKSON AVE,FLINT,48505,FS1381,Copper,KITCHEN
LG17335,24-Feb-16,Lead,0,Copper,0,CLINTON ST ,FLINT,48507,FS2247,Copper,KITCHEN
LG17336,24-Feb-16,Lead,0,Copper,90,MOUNTAIN AVE ,FLINT,48503,FS2196,Copper,KITCHEN
LG17337,24-Feb-16,Lead,7,Copper,0,PIERCE ST ,FLINT,48503,FS1269,,KITCHEN
LG17338,24-Feb-16,Lead,0,Copper,130,CHANDLER  ,FLINT,48503,FS1972,Unknown,KITCHEN
LG17339,24-Feb-16,Lead,0,Copper,0,GREENFIELD  ,FLINT,48503,FS1976,Unknown,KITCHEN
LG17340,24-Feb-16,Lead,0,Copper,0,PIERCE ST ,FLINT,48503,FS2036,Unknown,BATHROOM
LG17341,24-Feb-16,Lead,0,Copper,110,MOUNTAIN AVE ,FLINT,48503,FS1203,Copper,KITCHEN
LG17342,24-Feb-16,Lead,0,Copper,0,HURON ST ,FLINT,48507,FS1210,Unknown,KITCHEN
LG17343,24-Feb-16,Lead,1,Copper,0,CRAWFORD ST ,FLINT,48507,FS1696,Lead,KITCHEN
LG17344,24-Feb-16,Lead,3,Copper,100,PIERCE ST ,FLINT,48503,FS2503,Copper,KITCHEN
LG17345,24-Feb-16,Lead,1,Copper,0,  ,,,FS1440,Other,
LG17346,24-Feb-16,Lead,1,Copper,80,CRAWFORD ST ,FLINT,48507,FS1551,Lead,KITCHEN
LG17347,24-Feb-16,Lead,8,Copper,0,PIERCE  ,FLINT,48503,FS2266,Lead,KITCHEN
LG17348,24-Feb-16,Lead,0,Copper,0,PIERCE ST ,FLINT,48503,FS2130,Unknown,KITCHEN
LG17349,24-Feb-16,Lead,3,Copper,0,PIERCE  ,FLINT,48503,FS1599,Unknown,KITCHEN
LG17350,24-Feb-16,Lead,3,Copper,0,CLINTON  ,FLINT,48507,FS1998,Unknown,KITCHEN
LG17351,24-Feb-16,Lead,2,Copper,0,ROOME  ,FLINT,48503,FS1744,,KITCHEN
LG17352,24-Feb-16,Lead,0,Copper,0,HURON  ,FLINT,48507,FS1968,Unknown,KITCHEN
LG17353,24-Feb-16,Lead,2,Copper,130,CRAWFORD ST ,FLINT,48507,FS1693,Lead,KITCHEN
LG17354,24-Feb-16,Lead,1,Copper,0,COPEMAN BLVD ,FLINT,48504,FS0336,Lead,KITCHEN
LG17355,24-Feb-16,Lead,37,Copper,170,WELCH BLVD ,FLINT,48504,FS0409,Lead,KITCHEN
LG17356,24-Feb-16,Lead,1,Copper,0,PIERCE ST ,FLINT,48503,FS2265,Copper,KITCHEN
LG17357,24-Feb-16,Lead,0,Copper,60,W 6TH ST,FLINT,48503,FS1333,Unknown,KITCHEN
LG17358,24-Feb-16,Lead,0,Copper,0,SUNSET DR ,FLINT,48503,FS0576,Copper,KITCHEN
LG17359,24-Feb-16,Lead,0,Copper,0,BROWN ST ,FLINT,48503,FS1745,Galvanized,KITCHEN
LG17360,24-Feb-16,Lead,0,Copper,0,NOLEN  ,FLINT,48504,FS1537,,KITCHEN
LG17361,24-Feb-16,Lead,0,Copper,0,WINONA ST ,FLINT,48504,FS0589,Copper,KITCHEN
LG17362,24-Feb-16,Lead,0,Copper,60,WINONA ST ,FLINT,48504,FS0562,Copper,KITCHEN
LG17363,24-Feb-16,Lead,2,Copper,180,CLOVERDALE  ,FLINT,48503,FS0565,Copper,KITCHEN
LG17364,24-Feb-16,Lead,0,Copper,110,PENCOMBE  ,FLINT,48503,FS0689,Copper,KITCHEN
LG17365,24-Feb-16,Lead,0,Copper,0,BRAYBYN ST ,FLINT,48503,FS1068,Copper,KITCHEN
LG17366,24-Feb-16,Lead,2,Copper,60,WESTCOMBE  ,FLINT,48503,FS0620,Copper,KITCHEN
LG17367,24-Feb-16,Lead,0,Copper,0,FERNDALE  ,FLINT,48503,FS0545,Copper,KITCHEN
LG17368,24-Feb-16,Lead,3,Copper,170,ALLENDALE PL ,FLINT,48503,FS1864,,KITCHEN
LG17369,24-Feb-16,Lead,0,Copper,0,KELLAR  ,FLINT,48504,FS0564,Copper,KITCHEN
LG17370,24-Feb-16,Lead,0,Copper,80,SHERWOOD DR ,FLINT,48503,FS2611,Copper,KITCHEN
LG17371,24-Feb-16,Lead,1,Copper,0,  ,FLINT,48504,FS0413,Copper,KITCHEN
LG17372,24-Feb-16,Lead,4,Copper,0,NORWOOD DR ,FLINT,48503,FS1701,Copper,KITCHEN
LG17373,24-Feb-16,Lead,5,Copper,140,WESTCOMBE  ,FLINT,48503,FS0633,Copper,KITCHEN
LG17374,24-Feb-16,Lead,0,Copper,0,CRAWFORD ST ,FLINT,48507,FS1726,Copper,KITCHEN
LG17375,24-Feb-16,Lead,3,Copper,60,WALDMAN  ,FLINT,48507,FS1573,Copper,KITCHEN
LG17376,24-Feb-16,Lead,0,Copper,0,CLINTON ST ,FLINT,48507,FS1672,Unknown,KITCHEN
LG17377,24-Feb-16,Lead,1,Copper,60,LELAND STREET ,FLINT,48507,FS1029,Lead,KITCHEN
LG17378,24-Feb-16,Lead,3,Copper,0,E MOORE ST,FLINT,48505,FS1088,Copper,KITCHEN
LG17379,24-Feb-16,Lead,0,Copper,0,WAGNER ST ,FLINT,48505,FS1267,Copper,KITCHEN
LG17380,24-Feb-16,Lead,0,Copper,220,CLINTON ST ,FLINT,48507,FS2242,Copper,KITCHEN
LG17381,24-Feb-16,Lead,0,Copper,0,ALVORD  ,FLINT,48507,FS2019,Copper,KITCHEN
LG17382,24-Feb-16,Lead,5,Copper,60,WEST VANWAGNOR AVE,FLINT,48505,FS2382,Copper,KITCHEN
LG17383,24-Feb-16,Lead,1,Copper,0,CRAWFORD  ,FLINT,48503,FS1633,Copper,KITCHEN
LG17384,24-Feb-16,Lead,0,Copper,50,CLINTON ST ,FLINT,48507,FS2042,Unknown,KITCHEN
LG17385,24-Feb-16,Lead,0,Copper,0,E MOORE ,FLINT,48505,FS2573,Copper,KITCHEN
LG17386,24-Feb-16,Lead,14,Copper,60,MASON ST ,FLINT,48505,FS2352,Galvanized,KITCHEN
LG17387,24-Feb-16,Lead,0,Copper,0,E BAKER STREET,FLINT,48505,FS1357,Galvanized,KITCHEN
LG17388,24-Feb-16,Lead,2,Copper,0,MASON ST ,FLINT,48505,FS1589,Galvanized,KITCHEN
LG17389,24-Feb-16,Lead,0,Copper,0,CASSINS STREET ,FLINT,48505,FS1577,Copper,KITCHEN
LG17390,24-Feb-16,Lead,0,Copper,190,MASON ST ,FLINT,48505,FS1077,Galvanized,KITCHEN
LG17391,24-Feb-16,Lead,2,Copper,80,CEDAR ST ,FLINT,48503,FS2225,Galvanized,KITCHEN
LG17392,24-Feb-16,Lead,4,Copper,0,MASON ST ,FLINT,48505,FS2365,Galvanized,KITCHEN
LG17393,24-Feb-16,Lead,7,Copper,0,CLINTON  ,FLINT,48507,FS1382,Lead,KITCHEN
LG17394,24-Feb-16,Lead,2,Copper,0,GREEN STREET ,FLINT,48503,FS1358,Galvanized,KITCHEN
LG17395,24-Feb-16,Lead,21,Copper,210,MASON ST ,FLINT,48505,FS1089,Unknown,KITCHEN
LG17396,24-Feb-16,Lead,0,Copper,90,CASSIUS ST ,FLINT,48505,FS1690,Copper,KITCHEN
LG17397,24-Feb-16,Lead,0,Copper,0,CRAWFORD ST ,FLINT,48507,FS2715,,KITCHEN
LG17398,24-Feb-16,Lead,1,Copper,0,E BAKER ,FLINT,48505,FS2059,Copper,KITCHEN
LG17399,24-Feb-16,Lead,2,Copper,0,E GENESEE ,FLINT,48505,FS2043,Galvanized,KITCHEN
LG17400,24-Feb-16,Lead,2,Copper,90,BUICK  ,FLINT,48505,FS1331,Unknown,KITCHEN
LG17401,24-Feb-16,Lead,3,Copper,0,MASON ST ,FLINT,48505,FS1060,Galvanized,KITCHEN
LG17402,24-Feb-16,Lead,0,Copper,0,CLINTON ST ,FLINT,48507,FS2134,Copper,KITCHEN
LG17403,24-Feb-16,Lead,10,Copper,0,CRAWFORD ST ,FLINT,48507,FS1084,Copper,KITCHEN
LG17404,24-Feb-16,Lead,0,Copper,0,CLINTON ST ,FLINT,48507,FS2055,Copper,
LG17405,24-Feb-16,Lead,1,Copper,0,CLINTON ST ,FLINT,48507,FS1899,Copper,KITCHEN
LG17406,24-Feb-16,Lead,6,Copper,0,CRAWFORD ST ,FLINT,48507,FS1557,Lead,KITCHEN
LG17407,24-Feb-16,Lead,3,Copper,60,CRAWFORD ST ,FLINT,48507,FS1113,Lead,KITCHEN
LG17408,24-Feb-16,Lead,8,Copper,130,JACKSON  ,FLINT,48505,FS2163,Galvanized,KITCHEN
LG17409,24-Feb-16,Lead,11,Copper,0,CEDAR ST ,FLINT,48503,FS1594,Galvanized,KITCHEN
LG17410,24-Feb-16,Lead,25,Copper,0,CLAIRMONT  ,FLINT,48503,FS2002,Galvanized,KITCHEN
LG17411,24-Feb-16,Lead,0,Copper,70,HOGARTH  ,FLINT,48532,FS2498,Copper,KITCHEN
LG17412,24-Feb-16,Lead,1,Copper,140,HERRICK ST ,FLINT,48532,FS2511,Copper,KITCHEN
LG17413,24-Feb-16,Lead,0,Copper,50,CLAIRMONT  ,FLINT,48503,FS1671,Copper,KITCHEN
LG17414,24-Feb-16,Lead,5,Copper,0,CLAIRMONT  ,FLINT,48503,FS2301,Unknown,KITCHEN
LG17415,24-Feb-16,Lead,10,Copper,110,CLAIRMONT ST ,FLINT,48503,FS2392,Lead,KITCHEN
LG17416,24-Feb-16,Lead,1,Copper,80,CLAIRMONT  ,FLINT,48503,FS1521,Copper,KITCHEN
LG17417,24-Feb-16,Lead,0,Copper,0,ARLENE AVE ,FLINT,48532,FS2492,Copper,KITCHEN
LG17418,24-Feb-16,Lead,3,Copper,150,CLAIRMONT  ,FLINT,48503,FS1125,Copper,KITCHEN
LG17419,24-Feb-16,Lead,2,Copper,0,BRANDON  ,FLINT,48503,FS1142,Copper,KITCHEN
LG17420,24-Feb-16,Lead,7,Copper,0,BRANDON ST ,FLINT,48503,FS1205,Copper,KITCHEN
LG17422,24-Feb-16,Lead,16,Copper,0,E WELLINGTON ,FLINT,48503,FS1388,Galvanized,KITCHEN
LG17423,24-Feb-16,Lead,3,Copper,80,CLAIRMONT  ,FLINT,48503,FS1384,Galvanized,KITCHEN
LG17424,24-Feb-16,Lead,10,Copper,100,HOGARTH AVE ,FLINT,48532,FS2018,Copper,KITCHEN
LG17425,24-Feb-16,Lead,5,Copper,0,E WELLINGTON AVE,FLINT,48503,FS2120,Copper,KITCHEN
LG17426,24-Feb-16,Lead,5,Copper,0,HILLS  ,FLINT,48503,FS1078,Copper,KITCHEN
LG17427,24-Feb-16,Lead,0,Copper,0,BURROUGHS  ,FLINT,48507,FS1256,Copper,KITCHEN
LG17428,24-Feb-16,Lead,0,Copper,0,BRANDON ST ,FLINT,48503,FS1214,Copper,KITCHEN
LG17429,24-Feb-16,Lead,0,Copper,90,HOGARTH AVE ,FLINT,48532,FS1659,Copper,KITCHEN
LG17430,24-Feb-16,Lead,0,Copper,0,WHITNEY AVE ,FLINT,48532,FS1666,Copper,
LG17431,24-Feb-16,Lead,44,Copper,130,E COURT ST,FLINT,48503,FS1895,Unknown,KITCHEN
LG17432,24-Feb-16,Lead,2,Copper,50,CLAIRMONT ST ,FLINT,48503,FS0196,Copper,KITCHEN
LG17433,24-Feb-16,Lead,2,Copper,0,BURROUGHS  ,FLINT,48507,FS1263,Copper,BATHROOM
LG17434,24-Feb-16,Lead,5,Copper,140,HERRICK ST ,FLINT,48532,FS1070,Copper,KITCHEN
LG17435,24-Feb-16,Lead,0,Copper,0,HOGARTH AVE ,FLINT,48532,FS1104,Copper,KITCHEN
LG17436,24-Feb-16,Lead,5,Copper,0,LARCHMONT  ,FLINT,48503,FS1227,Copper,KITCHEN
LG17437,24-Feb-16,Lead,4,Copper,150,BROOKSIDE  ,FLINT,48503,FS1840,Lead,KITCHEN
LG17438,24-Feb-16,Lead,3,Copper,0,HILLS ST ,FLINT,48503,FS1173,Unknown,KITCHEN
LG17439,24-Feb-16,Lead,0,Copper,80,CALUMET  ,FLINT,48503,FS2454,Copper,KITCHEN
LG17440,24-Feb-16,Lead,1,Copper,100,MAXINE  ,FLINT,48503,FS1656,,KITCHEN
LG17441,24-Feb-16,Lead,2,Copper,50,WHITNEY AVE ,FLINT,48532,FS2375,Copper,KITCHEN
LG17442,24-Feb-16,Lead,0,Copper,150,E GENESEE ST,FLINT,48505,FS2040,Copper,KITCHEN
LG17443,24-Feb-16,Lead,38,Copper,0,BARNEY AVE ,FLINT,48503,FS2685,Unknown,KITCHEN
LG17444,24-Feb-16,Lead,1,Copper,100,BRENTWOOD DR ,FLINT,48503,FS0651,Galvanized,KITCHEN
LG17445,24-Feb-16,Lead,0,Copper,0,E GENESEE ,FLINT,48505,FS1171,Copper,KITCHEN
LG17446,24-Feb-16,Lead,2,Copper,110,YORK  ,FLINT,48505,FS1326,Copper,KITCHEN
LG17447,24-Feb-16,Lead,0,Copper,0,COPEMAN  ,FLINT,48504,FS0561,Lead,KITCHEN
LG17448,24-Feb-16,Lead,0,Copper,90,CARPENTER RD ,FLINT,48505,FS1208,Copper,KITCHEN
LG17449,24-Feb-16,Lead,3,Copper,130,SENECA  ,FLINT,48504,FS0617,Copper,KITCHEN
LG17450,24-Feb-16,Lead,1,Copper,0,WINONA  ,FLINT,48504,FS0592,,KITCHEN
LG17451,24-Feb-16,Lead,0,Copper,70,DARYLL DR ,FLINT,48505,FS0994,Copper,KITCHEN
LG17452,24-Feb-16,Lead,4,Copper,170,WINONA ST ,FLINT,48506,FS2039,Copper,KITCHEN
LG17453,24-Feb-16,Lead,0,Copper,100,WINONA ST ,FLINT,48504,FS0583,Copper,KITCHEN
LG17454,24-Feb-16,Lead,0,Copper,70,COPEMAN  ,FLINT,48504,FS0532,Galvanized,KITCHEN
LG17455,24-Feb-16,Lead,0,Copper,0,WOLCOTT ST ,FLINT,48504,FS0518,,KITCHEN
LG17456,24-Feb-16,Lead,2,Copper,0,WINONA ST ,FLINT,48504,FS0566,Copper,KITCHEN
LG17457,24-Feb-16,Lead,0,Copper,0,WINONA  ,FLINT,48504,FS0606,Copper,KITCHEN
LG17458,24-Feb-16,Lead,0,Copper,140,BARTH ST ,FLINT,48504,FS0417,Unknown,KITCHEN
LG17459,24-Feb-16,Lead,41,Copper,350,SENECA ST ,FLINT,48504,FS0428,Copper,KITCHEN
LG17460,24-Feb-16,Lead,0,Copper,120,CLAIRMONT ST ,FLINT,48503,FS2014,,KITCHEN
LG17461,24-Feb-16,Lead,2,Copper,0,BROWN ST ,FLINT,48503,FS1576,Galvanized,KITCHEN
LG17462,24-Feb-16,Lead,12,Copper,580,COPEMAN  ,FLINT,48504,FS0426,Copper,KITCHEN
LG17463,24-Feb-16,Lead,0,Copper,0,HELBER  ,FLINT,48504,FS0711,Copper,BATHROOM
LG17464,24-Feb-16,Lead,0,Copper,0,HELBER ST ,FLINT,48504,FS0707,Copper,KITCHEN
LG17465,24-Feb-16,Lead,2,Copper,0,COPEMAN  ,FLINT,48504,FS0422,Copper,KITCHEN
LG17466,24-Feb-16,Lead,0,Copper,0,  ,FLINT,,FS0718,Copper,KITCHEN
LG17467,24-Feb-16,Lead,4,Copper,80,WELCH BLVD ,FLINT,48504,FS0656,Copper,KITCHEN
LG17468,24-Feb-16,Lead,2,Copper,0,WELCH  ,FLINT,48504,FS0663,Copper,KITCHEN
LG17470,24-Feb-16,Lead,1,Copper,300,BRENTWOOD DR ,FLINT,48503,FS0692,Copper,KITCHEN
LG17471,24-Feb-16,Lead,0,Copper,80,PENCOMBE  ,FLINT,48503,FS0648,Copper,KITCHEN
LG17472,24-Feb-16,Lead,0,Copper,90,ALLENDALE PL ,FLINT,48503,FS2354,Copper,KITCHEN
LG17474,24-Feb-16,Lead,0,Copper,70,E RUSSELL ,FLINT,48505,FS2038,Unknown,KITCHEN
LG17475,24-Feb-16,Lead,0,Copper,0,BRENTWOOD DR ,FLINT,48503,FS0629,Copper,KITCHEN
LG17476,24-Feb-16,Lead,16,Copper,70,KELLAR  ,FLINT,48504,FS0548,Copper,KITCHEN
LG17477,24-Feb-16,Lead,125,Copper,0,MCCLELLAN  ,FLINT,48505,FS2072,Galvanized,
LG17478,24-Feb-16,Lead,13,Copper,0,SENECA  ,FLINT,48504,FS0725,Galvanized,KITCHEN
LG17479,24-Feb-16,Lead,0,Copper,0,DARYLL DR ,FLINT,48505,FS0999,Copper,KITCHEN
LG17480,24-Feb-16,Lead,5,Copper,160,KELLAR  ,FLINT,48504,FS0925,Copper,KITCHEN
LG17481,24-Feb-16,Lead,0,Copper,0,E BAKER ,FLINT,48505,FS1597,Copper,KITCHEN
LG17482,24-Feb-16,Lead,0,Copper,0,WINONA  ,FLINT,48504,FS0675,Copper,KITCHEN
LG17483,24-Feb-16,Lead,3,Copper,310,WINONA ST ,FLINT,48504,FS1641,Galvanized,KITCHEN
LG17484,24-Feb-16,Lead,2,Copper,110,ALMA AVE ,FLINT,48505,FS1604,Copper,KITCHEN
LG17485,24-Feb-16,Lead,0,Copper,0,E CARPENTER RD,FLINT,48505,FS2224,Copper,KITCHEN
LG17486,24-Feb-16,Lead,5,Copper,0,COPEMAN  ,FLINT,48504,FS0547,Copper,KITCHEN
LG17487,24-Feb-16,Lead,0,Copper,190,ARLENE AVE ,FLINT,48532,FS2364,Copper,KITCHEN
LG17488,24-Feb-16,Lead,3207,Copper,420,N BALLENGER HWY,FLINT,48504,FS0421,Unknown,KITCHEN
LG17489,24-Feb-16,Lead,41,Copper,460,WHITNEY AVE ,FLINT,48532,FS1041,Copper,KITCHEN
LG17490,24-Feb-16,Lead,0,Copper,60,PENCOMBE  ,FLINT,48503,FS0674,Copper,KITCHEN
LG17491,24-Feb-16,Lead,0,Copper,0,ELDORADO DR ,FLINT,48504,FS0585,Copper,KITCHEN
LG17492,24-Feb-16,Lead,30,Copper,60,THOMAS ST ,FLINT,48504,FS0431,Unknown,KITCHEN
LG17493,24-Feb-16,Lead,7,Copper,250,HELBER ST ,FLINT,48504,FS0714,Copper,KITCHEN
LG17494,24-Feb-16,Lead,0,Copper,0,DUPONT  ,FLINT,48504,FS1422,Galvanized,KITCHEN
LG17495,24-Feb-16,Lead,4,Copper,70,WESTCOMBE  ,FLINT,48503,FS0608,Copper,KITCHEN
LG17496,24-Feb-16,Lead,1,Copper,0,WELCH BLVD ,FLINT,48504,FS0632,Copper,KITCHEN
LG17497,24-Feb-16,Lead,0,Copper,0,ALLENDALE PL ,FLINT,48503,FS2340,Copper,KITCHEN
LG17498,24-Feb-16,Lead,0,Copper,0,COPEMAN  ,FLINT,48504,FS0424,Copper,
LG17499,24-Feb-16,Lead,3,Copper,140,E RUSSELL AVE,FLINT,48505,FS2129,Unknown,
LG17500,24-Feb-16,Lead,0,Copper,0,  ,FLINT,,FS1080,Galvanized,
LG17501,24-Feb-16,Lead,1,Copper,160,CRESCENT DR ,FLINT,48503,FS2306,Unknown,
LG17502,24-Feb-16,Lead,0,Copper,0,NOLEN  ,FLINT,48504,FS1756,Copper,KITCHEN
LG17504,24-Feb-16,Lead,4,Copper,90,FRANK  ,FLINT,48504,FS2316,Copper,KITCHEN
LG17505,24-Feb-16,Lead,0,Copper,0,FRANK  ,FLINT,48504,FS2245,Copper,KITCHEN
LG17506,24-Feb-16,Lead,4,Copper,70,FRANK ST ,FLINT,48504,FS2051,,KITCHEN
LG17507,24-Feb-16,Lead,7,Copper,130,FRANK  ,FLINT,48505,FS2050,Galvanized,KITCHEN
LG17508,24-Feb-16,Lead,3,Copper,0,FRANK ST ,FLINT,48504,FS2261,Copper,
LG17509,24-Feb-16,Lead,8,Copper,80,DICKINSON  ,FLINT,48504,FS2710,Unknown,KITCHEN
LG17536,24-Feb-16,Lead,1,Copper,530,THOMAS ST ,FLINT,48504,FS2330,Galvanized,KITCHEN
LG17537,24-Feb-16,Lead,3,Copper,0,BARTH ST ,FLINT,48504,FS0415,Unknown,KITCHEN
LG17538,24-Feb-16,Lead,5,Copper,60,HILL ST ,FLINT,48503,FS2199,Unknown,KITCHEN
LG17539,24-Feb-16,Lead,9,Copper,90,N BALLENGER HWY,FLINT,48504,FS0543,Copper,KITCHEN
LG17540,24-Feb-16,Lead,11,Copper,0,COPEMAN BLVD ,FLINT,48504,FS0432,Copper,KITCHEN
LG17541,24-Feb-16,Lead,971,Copper,11650,STEVENSON  ,FLINT,48504,FS0510,Unknown,BASEMENT
LG17542,24-Feb-16,Lead,2,Copper,280,BROOKSIDE  ,FLINT,48503,FS2601,,KITCHEN
LG17543,24-Feb-16,Lead,2,Copper,0,E COURT ST,FLINT,48503,FS2126,Unknown,KITCHEN
LG17544,24-Feb-16,Lead,119,Copper,890,HILLS ST ,FLINT,48503,FS2303,Unknown,KITCHEN
LG17545,24-Feb-16,Lead,1,Copper,370,COPEMAN  ,FLINT,48504,FS0536,Copper,KITCHEN
LG17546,24-Feb-16,Lead,0,Copper,0,CALUMET  ,FLINT,48503,FS2054,Unknown,KITCHEN
LG17547,24-Feb-16,Lead,6,Copper,0,E COURT ST,FLINT,48503,FS1901,Unknown,KITCHEN
LG17548,24-Feb-16,Lead,12,Copper,70,HILLS ST ,FLINT,48503,FS0997,Unknown,KITCHEN
LG17549,24-Feb-16,Lead,16,Copper,100,HILLS ST ,FLINT,48503,FS1752,Galvanized,KITCHEN
LG17550,24-Feb-16,Lead,1,Copper,0,E COURT ST,FLINT,48503,FS2037,Copper,KITCHEN
LG17551,24-Feb-16,Lead,0,Copper,50,PIERCE ST ,FLINT,48503,FS2262,Copper,KITCHEN
LG17552,24-Feb-16,Lead,0,Copper,100,ROOME  ,FLINT,48503,FS1336,Unknown,KITCHEN
LG17553,24-Feb-16,Lead,2,Copper,0,CHALMERS  ,FLINT,48503,FS1129,Unknown,KITCHEN
LG17554,24-Feb-16,Lead,172,Copper,70,CHALMERS  ,FLINT,48503,FS2060,Unknown,KITCHEN
LG17555,24-Feb-16,Lead,1,Copper,250,PIERCE  ,FLINT,48503,FS2230,Unknown,KITCHEN
LG17556,24-Feb-16,Lead,3,Copper,70,PIERCE  ,FLINT,48503,FS1721,Copper,KITCHEN
LG17557,24-Feb-16,Lead,4,Copper,80,PIERCE ST ,FLINT,48503,FS1131,Lead,KITCHEN
LG17558,24-Feb-16,Lead,1,Copper,60,ZIMMERMAN  ,FLINT,48503,FS2711,Unknown,KITCHEN
LG17559,24-Feb-16,Lead,1,Copper,120,MOUNTAIN AVE ,FLINT,48503,FS2226,Copper,KITCHEN
LG17560,24-Feb-16,Lead,1,Copper,70,WINDEMERE  ,FLINT,48503,FS1995,Unknown,KITCHEN
LG17561,24-Feb-16,Lead,12,Copper,0,HILLS ST ,FLINT,48503,FS1675,Galvanized,KITCHEN
LG17562,24-Feb-16,Lead,0,Copper,0,GREENFIELD  ,FLINT,48503,FS1228,Unknown,KITCHEN
LG17563,24-Feb-16,Lead,0,Copper,0,CHAMBERS ST ,FLINT,48507,FS1971,Copper,KITCHEN
LG17564,24-Feb-16,Lead,0,Copper,60,  ,FLINT,,FS1418,Unknown,KITCHEN
LG17565,24-Feb-16,Lead,0,Copper,0,COPEMAN  ,FLINT,48504,FS0538,Copper,KITCHEN
LG17566,24-Feb-16,Lead,0,Copper,60,GREENFIELD  ,FLINT,48503,FS2123,Unknown,KITCHEN
LG17567,24-Feb-16,Lead,2,Copper,0,CHICAGO BLVD ,FLINT,48503,FS2363,Copper,KITCHEN
